4C18135567,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,395264000.0,78346240.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQB1LMAA0VK,False,True,65536,32768,100
4C18160423,3.3.2.159 (MU1),HPE_3PAR 8400,4.0,164659200.0,55992320.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3,FXN,H6Y95-63001,PFLKQB1LMAD17X,False,True,16384,16384,100
4C18364515,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,33431552.0,6924288.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y95-63001,PFLKQC1LMEL01H,True,True,16384,16384,100
4C19093603,3.3.1.460 (MU3),HPE_3PAR 8440,4.0,136806400.0,21305344.0,3.3.1.460 (MU3),3.3.1.626 (P114),3.3.1.460 (MU3),3.3.1.522 (P58),3,FXN,H6Y97-63001,PFLKQB4LMBM0NR,False,True,65536,32768,100
4C19124111,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,133531648.0,105870336.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y95-63001,PFLKQB4LMBV0AI,True,True,16384,16384,100
4C19215459,3.3.2.159 (MU1),HPE_3PAR 8450,4.0,556597248.0,56006656.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),2,FXN,H6Z17-63001,PFLKQB4LMC00BZ,False,True,65536,32768,100
4C19473479,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,100958208.0,40695808.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB5LMCV0SV,True,True,16384,16384,100
4C19514185,3.3.1.460 (MU3),HPE_3PAR 8400,2.0,257792000.0,55867392.0,3.3.1.460 (MU3),3.3.1.626 (P114),3.3.1.460 (MU3),3.3.1.522 (P58),0,FXN,H6Y95-63001,PFLKQB4LMCI09K,True,True,16384,16384,100
5UN8286CC2,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,351535104.0,205088768.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,Q0E92-63003,EWDMHA4KNAX01W,False,True,98304,131072,100
6CU742XKBH,3.3.1.648 (MU5),HPE_3PAR 8400,2.0,47570944.0,17828864.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y95-63001,PFLKQA8LM910BB,False,True,16384,16384,100
7CE748P1JS,3.3.1.648 (MU5),HPE_3PAR 8200,1.0,145385472.0,41779200.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB4LMBT03T,True,True,16384,16384,100
7CE818P16F,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,21618688.0,11195392.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB3LMAP0TF,True,True,16384,16384,100
7CE952P1XC,3.3.1.410 (MU2),HPE_3PAR 8450,4.0,234356736.0,206358528.0,3.3.1.410 (MU2),3.3.1.625 (P113),3.3.1.410 (MU2),3.3.1.552 (P90),2,FXN,H6Z17-63001,PFLKQB5LMCZ0JR,False,True,65536,32768,100
CZ20010W7K,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,234291200.0,36919296.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Y97-63001,PFLKQB4LMC90RC,True,True,65536,32768,100
CZ20100N95,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,585891840.0,149235712.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,Q0E92-63003,EWDMHA2PUDAKHB,False,True,98304,131072,100
CZ20130DQ1,4.5.7.8,HPE_3PAR A630,2.0,65894400.0,30759936.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,1,FXN,N9Z55-63004,PWDRQB4LMD303S,False,True,105152,25600,100
CZ20160QDM,4.5.15.9,HPE_3PAR A650,2.0,69535744.0,36664320.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB4LMD40FE,False,True,210624,51200,100
CZ20340G6K,4.5.11.14,HPE_3PAR A630,2.0,161120256.0,39234560.0,4.5.11.14,4.5.11.14,4.5.0.35,4.5.11.14,1,FXN,N9Z55-63004,PWDRQB5LMDS0B0,False,True,105152,25600,100
CZ204605CJ,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,62779392.0,39472128.0,3.3.1.648 (MU5),3.3.1.671 (P136),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQB5LME40BM,True,True,16384,16384,100
CZ2047042S,4.5.21.3,HPE_3PAR A650,4.0,205004800.0,94554112.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,2,FXN,N9Z57-63003,PWRCKB5LMEB04T,False,True,210624,51200,100
CZ21110D6T,4.5.7.8,HPE_3PAR A630,2.0,25618432.0,18787328.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z55-63004,PWDRQB5LMES077,True,True,105152,25600,100
CZ21120K7K,4.5.7.8,HPE_3PAR A630,2.0,25618432.0,6081536.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z55-63004,PWDRQB5LMES0AM,False,True,105152,25600,100
CZ212202F2,4.5.15.9,HPE_3PAR A670,4.0,1090625536.0,600676352.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,2,FXN,N9Z59-63003,PWRCKB5LMFY035,False,True,414400,109568,100
CZ213002ZB,4.5.21.3,HPE_3PAR A630,2.0,18298880.0,6605824.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMFD0FF,False,True,105152,25600,100
CZ213706PH,4.5.18.20,HPE_3PAR A630,2.0,172057600.0,45453312.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMFF00M,False,True,107200,23552,100
CZ214006DR,4.5.15.9,HPE_3PAR A630,2.0,87883776.0,39877632.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMFF08Z,True,True,105152,25600,100
CZ21410JTT,9.5.15.9,HPE Alletra 9080,4.0,175718400.0,78866432.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,1,FXN,R0N95-63001,PWRCEC6LMEZ04F,False,True,675520,109568,100
CZ214401GM,4.5.15.9,HPE_3PAR A650,4.0,703070208.0,450828288.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKB1LMCS02E,True,True,210624,51200,100
CZ21500KL9,4.5.11.14,HPE_3PAR C630,2.0,36601856.0,29565952.0,4.5.11.14,4.5.11.14,4.5.0.35,4.5.11.14,1,FXN,N9Z55-63004,PWDRQB5LMFM04A,False,True,105152,25600,100
CZ22110DT1,4.5.15.9,HPE_3PAR A630,2.0,73236480.0,49601536.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMG801T,True,True,105152,25600,100
CZ22250GRN,4.5.15.9,HPE_3PAR A630,2.0,43929600.0,26657792.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMGN03M,False,True,105152,25600,100
CZ22280HT4,4.5.21.3,HPE_3PAR A670,4.0,878592000.0,418772992.0,4.5.21.3,4.5.21.3,4.5.0.35,4.5.15.9,3,FXN,N9Z59-63003,PWRCKB5LMGM0IN,False,True,414400,109568,100
CZ22280LH8,4.5.15.9,HPE_3PAR A630,2.0,29278208.0,15662080.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB5LMGN0CC,False,True,105152,25600,100
CZ22290BXZ,4.5.15.9,HPE_3PAR A630,2.0,43929600.0,11531264.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQB5LMGN0AC,True,True,105152,25600,100
CZ22410J74,9.5.15.9,HPE Alletra 9060,2.0,87859200.0,67038208.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCED5LMH306H,True,True,210624,51200,100
CZ22410KMQ,9.5.15.9,HPE Alletra 9060,2.0,43929600.0,23315456.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCED5LMH308A,True,True,210624,51200,100
CZ22450CQ9,9.5.15.9,HPE Alletra 9060,4.0,146472960.0,31578112.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,2,FXN,R0P00-63001,PWRCED5LMH50BK,False,True,210624,51200,100
CZ224703FN,4.5.15.9,HPE_3PAR A670,4.0,292945920.0,75602944.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,3,FXN,N9Z59-63003,PWRCKD5LMH50MC,False,True,414400,109568,100
CZ23040008,9.5.15.9,HPE Alletra 9060,2.0,131788800.0,98321408.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCED5LMHA0NF,True,True,210624,51200,100
CZ231801L6,9.5.15.9,HPE Alletra 9060,4.0,344383488.0,296546304.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,0,FXN,R0P00-63001,PWRCED5LMHB0HZ,False,True,210624,51200,100
CZ23240BRS,4.5.15.9,HPE_3PAR A630,2.0,87859200.0,18097152.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,0,FXN,N9Z55-63004,PWDRQC5LMHJ02Z,True,True,105152,25600,100
CZ23290B69,9.5.15.9,HPE Alletra 9080,2.0,205062144.0,77405184.0,9.5.15.9,9.5.15.9,4.5.0.35,9.5.15.9,1,FXN,R0N95-63001,PWRCED5LMHK08P,False,True,675520,109568,100
CZ254003CG,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,103366656.0,32482304.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PDSETB1LM9E0QY,True,True,16384,16384,100
CZ264802NF,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,143296512.0,103370752.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQD1LMFG06K,True,True,16384,16384,100
CZ290305YT,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,34422784.0,13060096.0,3.3.1.648 (MU5),3.3.1.671 (P136),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB4LMBM026,False,True,16384,16384,100
CZ29170B75,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,790953984.0,537641984.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PFLKQB3LMAW0UL,True,True,16384,16384,100
CZ29300FP6,3.3.2.159 (MU1),HPE_3PAR 8400,2.0,73216000.0,35079168.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),1,FXN,H6Y95-63001,PFLKQB4LMC60W8,False,True,16384,16384,100
CZ2940069G,4.2.6.2,HPE_3PAR A630,2.0,65894400.0,3996672.0,4.2.6.2,4.2.5.9,4.2.0.47,4.2.0.59,1,FXN,N9Z55-63004,PWDRQA1LMC500P,False,True,103104,27648,100
CZ29400TPJ,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,328499200.0,143116288.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y95-63001,PFLKQA3LM5702C,False,True,16384,16384,100
CZ294103LS,4.5.18.20,HPE_3PAR A650,4.0,278220800.0,140597248.0,4.5.18.20,4.5.18.20,4.5.0.35,4.5.15.9,1,FXN,N9Z57-63003,PWRCKA1LMC304C,False,True,210624,51200,100
CZ294305K4,4.5.15.9,HPE_3PAR A630,2.0,65894400.0,13089792.0,4.5.15.9,4.5.15.9,4.5.0.35,4.5.15.9,1,FXN,N9Z55-63004,PWDRQB1LMCO08D,False,True,105152,25600,100
CZ29430DF0,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,263577600.0,192819200.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,H6Y97-63001,PFLKQB4LMC90H0,True,True,65536,32768,100
CZ3542K28H,3.2.2.612 (MU4),HP_3PAR 8450,2.0,21921792.0,3593216.0,3.2.2.612 (MU4),3.2.2.687 (P92),3.2.2.612 (MU4),3.2.2.612 (MU4),0,FXN,H6Z17-63001,PDSETB1LM9E01G,True,True,65536,32768,100
CZ3542K3HY,3.2.2.709 (MU6),HP_3PAR 8450,2.0,51251200.0,27367424.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,H6Z17-63001,PFLKQB3LMBK0YH,False,True,65536,32768,100
CZ36156RPY,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,18272256.0,3445760.0,3.3.1.410 (MU2),3.3.1.530 (P76),3.3.1.410 (MU2),3.3.1.482 (P45),0,FXN,K2Q35-63001,PDSETB3LM1305T,True,True,16384,16384,100
CZ3639S9Y6,3.3.1.410 (MU2),HPE_3PAR 8450,2.0,58589184.0,30051328.0,3.3.1.410 (MU2),3.3.1.467 (P40),3.3.1.410 (MU2),3.3.1.410 (MU2),1,FXN,H6Z17-63001,PFLKQA1LM180CA,True,True,65536,32768,100
CZ3641VHHC,3.2.2.709 (MU6),HP_3PAR 8200,2.0,146432000.0,92227584.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,K2Q35-63001,PFLKQB1LMA203I,False,True,16384,16384,100
CZ364946DH,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,133036032.0,94222336.0,3.3.1.648 (MU5),3.3.1.687 (P140),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PDSETB1LM9K02V,False,True,16384,16384,100
CZ365060V1,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,130338816.0,104943616.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),0,FXN,K2Q35-63001,PFLKQA3LM54003,False,True,16384,16384,100
CZ36516273,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,137134080.0,63963136.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PDSETB4LM400CD,True,True,16384,16384,100
CZ3651664T,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,148645888.0,42290176.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PDSETB4LM4002O,False,True,16384,16384,100
CZ3703ARAH,3.2.2.709 (MU6),HP_3PAR 8200,2.0,85835776.0,49763328.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,K2Q35-63001,PFLKQB4LMCC0PO,False,True,16384,16384,100
CZ3704BW1N,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,117145600.0,37424128.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB3LMB505T,False,True,16384,16384,100
CZ3709HH01,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,25737216.0,9030656.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PDSETB1LM9K0KW,False,True,16384,16384,100
CZ3714V65P,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,2300461056.0,541189120.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3,FXN,H6Y97-63001,PFLKQB3LMBH08K,False,True,65536,32768,100
CZ371917XC,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,39903232.0,5591040.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA4LM650QL,False,True,16384,16384,100
CZ3732JCR5,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,261619712.0,84037632.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA4LM740GR,True,True,16384,16384,100
CZ3734MH5B,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,644481024.0,160202752.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,Q0E92-63003,EWDMHA2PU8482G,True,True,98304,131072,100
CZ3742YJ2E,3.3.1.648 (MU5),HPE_3PAR 20840_R2,8.0,2755264512.0,1643470848.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,Q0E92-63003,EWGQAA1KN9400C,True,True,196608,262144,100
CZ37430P4D,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,58527744.0,11729920.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PFLKQA8LM861OG,False,True,16384,16384,100
CZ374313S8,3.3.1.648 (MU5),HPE_3PAR 9450,4.0,459210752.0,415176704.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),2,FXN,Q0E92-63003,EWDMHA2PU92J4B,False,True,98304,131072,100
CZ3745445S,3.3.1.460 (MU3),HPE_3PAR 8400,4.0,102502400.0,48017408.0,3.3.1.460 (MU3),3.3.1.626 (P114),3.3.1.460 (MU3),3.3.1.522 (P58),1,FXN,H6Y95-63001,PFLKQA4LM7418A,False,True,16384,16384,100
CZ37497S90,3.3.2.135,HPE_3PAR 8400,4.0,164610048.0,79706112.0,3.3.2.135,3.3.2.140 (P01),3.3.2.135,3.3.2.135,3,FXN,H6Y95-63001,PFLKQA8LM8806P,False,True,16384,16384,100
CZ3802CW0W,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,117112832.0,58424320.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y95-63001,PFLKQB1LM970S6,False,True,16384,16384,100
CZ3811S667,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,292945920.0,59777024.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),3,FXN,H6Y97-63001,PFLKQB3LMAW0ZG,False,True,65536,32768,100
CZ38134458,3.3.2.135,HPE_3PAR 8440,4.0,131751936.0,42711040.0,3.3.2.135,3.3.2.140 (P01),3.3.2.135,3.3.2.135,0,FXN,H6Y97-63001,PDSETB3LM9O0BG,False,True,65536,32768,100
CZ3815XWPS,3.3.2.159 (MU1),HPE_3PAR 8440,4.0,439296000.0,117567488.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,H6Y97-63001,PDSETB1LM9K00Y,True,True,65536,32768,100
CZ3839DC3B,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,25618432.0,11473920.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,K2Q35-63001,PDSETB3LM9V0DX,True,True,16384,16384,100
CZ3847JZVZ,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,54882304.0,25166848.0,3.3.1.410 (MU2),3.3.1.653 (P127),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PFLKQB3LMBA03N,True,True,16384,16384,100
CZ39484824,3.3.1.648 (MU5),HPE_3PAR 8450,4.0,351535104.0,65730560.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,H6Z17-63001,PFLKQB3LMBC0H9,True,True,65536,32768,100
MXN54722RT,3.3.1.648 (MU5),HPE_3PAR 20850,4.0,937164800.0,171929600.0,3.3.1.648 (MU5),3.3.1.709 (P155),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,C8S83-60501,EECZDA3KN9N00J,False,True,196608,262144,100
MXN6092BAH,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,118427648.0,68600832.0,3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),3.3.2.159 (MU1),0,FXN,K2Q35-63001,PFLKQA1LM230AW,False,True,16384,16384,100
MXN6112CC8,3.3.2.159 (MU1),HPE_3PAR 8200,2.0,190760960.0,27791360.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),1,FXN,K2Q35-63001,PDSETB3LM9U08T,False,True,16384,16384,100
MXN6122D6L,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,591626240.0,116087808.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,K2Q35-63001,PFLKQA8LM88054,True,True,16384,16384,100
MXN6312PPS,3.3.1.648 (MU5),HPE_3PAR 8440,4.0,234291200.0,54636544.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,H6Y97-63001,PDSETB1LM8M090,True,True,65536,32768,100
MXN643301E,3.3.1.648 (MU5),HPE_3PAR 8200,1.0,60350464.0,43644928.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQB5LMDV03R,True,True,16384,16384,100
MXN643303T,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,22364160.0,6492160.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),0,FXN,K2Q35-63001,PFLKQA1LM250EB,False,True,16384,16384,100
MXN64631CV,3.3.1.648 (MU5),HPE_3PAR 8200,2.0,109707264.0,53360640.0,3.3.1.648 (MU5),3.3.1.671 (P136),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,K2Q35-63001,PFLKQA2LM4308J,False,True,16384,16384,100
MXN650339A,3.3.2.159 (MU1),HPE_3PAR 8400,4.0,146391040.0,26023936.0,3.3.2.159 (MU1),3.3.2.168 (P10),3.3.2.159 (MU1),3.3.2.168 (P10),0,FXN,H6Y95-63001,PFLKQA4LM6711G,True,True,16384,16384,100
MXN65233Y5,3.3.1.410 (MU2),HPE_3PAR 8200,2.0,58572800.0,18136064.0,3.3.1.410 (MU2),3.3.1.568 (P96),3.3.1.410 (MU2),3.3.1.552 (P90),1,FXN,K2Q35-63001,PFLKQA3LM4914S,False,True,16384,16384,100
SGH112V7FZ,3.3.1.648 (MU5),HPE_3PAR 20800_R2,4.0,55836672.0,12163072.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),1,FXN,C8S87-63003,QWGPUA7D9ES0BD,False,True,196608,131072,100
SGH112V7G0,3.3.1.648 (MU5),HPE_3PAR 20800_R2,4.0,55836672.0,12310528.0,3.3.1.648 (MU5),3.3.1.695 (P150),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,C8S87-63003,QWGPUA7D9ES09U,False,True,196608,131072,100
SGH120XFS0,4.5.11.14,HPE_3PAR A650,4.0,468713472.0,190799872.0,4.5.11.14,4.5.11.14,4.5.0.35,4.5.11.14,0,FXN,N9Z57-63003,PWRCKB5LMES01E,True,True,210624,51200,100
SGH127SWTH,4.3.1.3,HPE_3PAR A630,2.0,40257536.0,15657984.0,4.3.1.3,4.3.0.84,4.3.0.45,4.3.0.84,0,FXN,N9Z55-63004,PWDRQB5LMFA01P,False,True,103104,27648,100
SGH129WX8C,4.5.7.8,HPE_3PAR A630,2.0,14639104.0,1932288.0,4.5.7.8,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z55-63004,PWDRQB5LMEH02V,True,True,105152,25600,100
SGH210YLFK,4.5.12.1,HPE_3PAR A670,4.0,585891840.0,252229632.0,4.5.12.1,4.5.11.14,4.5.0.35,4.5.11.14,2,FXN,N9Z59-63003,PWRCKB5LMFQ08F,False,True,414400,109568,100
SGH237XZT9,4.5.8.2,HPE_3PAR A650,4.0,65875968.0,44320768.0,4.5.8.2,4.5.7.8,4.5.0.35,4.5.7.8,1,FXN,N9Z57-63003,PWRCKB5LMGZ00N,False,True,210624,51200,100
SGH247T3XY,4.5.8.2,HPE_3PAR C630,2.0,120791040.0,81550336.0,4.5.8.2,4.5.7.8,4.5.0.35,4.5.7.8,0,FXN,N9Z55-63004,PWDRQC5LMH6003,True,True,105152,25600,100
SGH618Y074,3.3.1.648 (MU5),HPE_3PAR 8400,4.0,621207552.0,41817088.0,3.3.1.648 (MU5),3.3.1.725 (P173),3.3.1.648 (MU5),3.3.1.648 (MU5),3,FXN,H6Y95-63001,PDSETB3LM16109,False,True,16384,16384,100
SGH628Y2ML,3.2.2.612 (MU4),HP_3PAR 20800,2.0,43843584.0,3593216.0,3.2.2.612 (MU4),3.2.2.779 (P133),3.2.2.612 (MU4),3.2.2.612 (MU4),0,FXN,C8S83-60501,QECZCB1D929062,True,True,98304,131072,100
SGH823XA5M,3.2.2.709 (MU6),HP_3PAR 20800,2.0,42549248.0,44032.0,3.2.2.709 (MU6),3.2.2.774 (P138),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,C8S83-60514,EVYBTA4KN8700E,False,True,98304,131072,100
SGH931TGH2,3.3.1.410 (MU2),HPE_3PAR 20800,2.0,42549248.0,13732864.0,3.3.1.410 (MU2),3.3.1.552 (P90),3.3.1.410 (MU2),3.3.1.552 (P90),0,FXN,C8S83-60514,QVYBTA7D9BQ09L,False,True,98304,131072,100
1453645,3.2.1.292 (MU3),InServ V800,4.0,228114432.0,128883712.0,3.2.1.292 (MU3),3.2.1.320 (P18),3.2.1.292 (MU3),3.2.1.292 (MU3),4,SAN,920-200009.D2,00008DCF,False,True,32768,65536,100
1611324,3.2.2.709 (MU6),HP_3PAR 7200,2.0,102916096.0,12265472.0,3.2.2.709 (MU6),3.2.2.809 (P165),3.2.2.709 (MU6),3.2.2.771 (P135),1,FXN,QR482-63001,PCMBUA6TM4D0TL,True,True,8192,4096,100
1612345,3.2.2.709 (MU6),HP_3PAR 7200c,2.0,12599296.0,671744.0,3.2.2.709 (MU6),3.2.2.725 (P99),3.2.2.709 (MU6),3.2.2.709 (MU6),1,FXN,QR511-63001,PDHWNB6LM8A2U3,False,True,16384,4096,100
1619299,3.2.2.709 (MU6),HP_3PAR 7400,2.0,207360000.0,51303424.0,3.2.2.709 (MU6),3.2.2.791 (P149),3.2.2.709 (MU6),3.2.2.771 (P135),0,FXN,QR483-63001,PCMBUA6TM4B0EL,False,True,8192,8192,100
